BRX - 231,BLUEPRINT READING L,0,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
BRX - 260,BLUEPRINT READING ELE,0,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
BRXS - 110,BASIC BLUEPRINT REA,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
BRXS - 210,MECHANICAL BLUEPRIN,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
BRXS - 220,BLUEPRINT READING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
BRXS - 230,BLUEPRINT READING F,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
BRXS - 231,BLUEPRINT READING L,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
BSE - 150,ENERGY AUDITOR PREP,5,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,5,,,,603923
BSE - 1501,BUILDING SCIENCE,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
BSE - 1502,BUILDING ASSESSMENT SKILLS,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
BSE - 1503,DIAGNOSTIC AIR LEAKAGE,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
BSE - 1504,HEATING AND COOLING,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
BSE - 1505,BUILDING SHELL,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
BSL - 000,ANA & PHYS I LAB,0,BIOL - ESL-L,GENED-BIOLOGY E-SL,0,,"D1,DL",SL,603923
BSL - 025,ORIENTATION TO COLLEGE BIOLOGY,3,DEVL - EL-L,Developmental Elective,3,,,,603923
BSL - 100,INTRO BIOLOGY LABORATORY,1,BIOL - 114,GENERAL BIOLOGY LAB,1,,"D1,DL","NS,SL",603923
BSL - 101,INTRO BIOLOGY LABORATORY,1,BIOL - ENS-L,GENED-BIOLOGY E-NS,1,,D1,NS,603923
BSL - 102,INTRODUCTION TO BIOLOGY I,3,BIOL - 113,GENERAL BIOLOGY,3,,D1,NS,603923
BSL - 103,INTRODUCTION TO BIOLOGY II,3,BIOL - EL-L,ELEC-BIOLOGY,3,,,,603923
BSL - 107,BASIC ANATOMY /PHYSIOLOGY LAB,4,BIOL - ENS-L,GENED-BIOLOGY E-NS,3,A,D1,NS,603923
BSL - 107,BASIC ANATOMY /PHYSIOLOGY LAB,4,BIOL - ESL-L,GENED-BIOLOGY E-SL,1,,"D1,DL",SL,603923
BSL - 109,ASPECTS OF HUMAN BIOLOGY,3,BIOL - ENS-L,GENED-BIOLOGY E-NS,3,,D1,NS,603923
BSL - 110,HUMAN ANATOMY/ PHYSIOLOGY I,4,BIOL - 131,HUMAN ANATOMY & PHYSIOL,4,,"D1,DL","NS,SL",603923
BSL - 111,HUMAN ANATOMY/ PHYSIOLOGY II,4,BIOL - 231,ADV HUMAN ANAT & PHYSIOL,4,,,,603923
BSL - 112,ELEM MED MICROBIOL,4,BIOL - 208,LAB GEN MICROBIOLOGY,1,A,"D1,DL",SL,603923
BSL - 112,ELEM MED MICROBIOL,4,BIOL - 207,GEN MICROBIOLOGY,3,,D1,NS,603923
BSL - 116,INTRO TO CONSERVATION BIOLOGY,3,BIOL - ENS-L,GENED-BIOLOGY E-NS,3,,D1,NS,603923
BSL - 120,PRINCIPLES OF ECOLOGY,3,BIOL - ENS-L,GENED-BIOLOGY E-NS,3,,D1,NS,603923
BSL - 140,BOTANY,4,BIOL - 223,GENERAL BOTANY LAB,1,A,,,603923
BSL - 140,BOTANY,4,BIOL - 222,GENERAL BOTANY,3,,,,603923
BSL - 160,PRINCIPLES OF ZOOLOGY,4,BIOL - 225,GENERAL ZOOLOGY LAB,1,A,,,603923
BSL - 160,PRINCIPLES OF ZOOLOGY,4,BIOL - 224,GENERAL ZOOLOGY,3,,,,603923
BSL - 161,INTEG HUM BIO II,4,BIOL - EL-L,ELEC-BIOLOGY,4,,,,603923
BSL - 212,MEDICAL MICROBIOLOGY,4,BIOL - 208,LAB GEN MICROBIOLOGY,1,A,"D1,DL",SL,603923
BSL - 212,MEDICAL MICROBIOLOGY,4,BIOL - 207,GEN MICROBIOLOGY,3,,D1,NS,603923
BSL - 214,MEDICAL MICROBIOLOGY,4,BIOL - 207,GEN MICROBIOLOGY,4,,D1,NS,603923
BSL - 215,INTRO TO MOLECULAR & CELL BIOL,4,BIOL - EL-L,ELEC-BIOLOGY,4,,,,603923
BSL - 244,PRIN ENVIRNOMENTAL LAB SCI,3,BIOL - 280,INTRO/ENVIRONMENTAL SCI,3,,D1,,603923
BSL - 245,ENVIRONMENATL LAB SCIENCE,5,BIOL - 280,INTRO/ENVIRONMENTAL SCI,5,,D1,,603923
BSL - 246,URBAN ECOLOGY,3,BIOL - ENS-L,GENED-BIOLOGY E-NS,3,,D1,NS,603923
BSL - 247,COMMUNICABLE DISEASES / EPIDEM,3,BIOL - EL-L,ELEC-BIOLOGY,3,,,,603923
BSL - 250,FIELD PRACTUICUM IN ENVIRON SC,4,BIOL - EL-L,ELEC-BIOLOGY,4,,,,603923
BSL - 295,INDEPENDENT INVEST IN BIOLOGY,1,BIOL - EL-L,ELEC-BIOLOGY,,,,,603923
BSL - 299,SELECTED TOPICS IN BIOLOGY,1,BIOL - EL-L,ELEC-BIOLOGY,,,,,603923
BSS - 085,INTRO TO BEHAVIORAL & SOC SCI,3,DEVL - EL-L,Developmental Elective,3,,,,603923
BT - 101,INTRODUCTION TO BIOTECHNOLOGY,1,BIOL - 199,INTRO TO RESEARCH,1,,,,603923
BT - 110,NUCLEIC ACID METHODS,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BT - 201,BIOTECHNOLOGY TECHNIQUES I,4,BIOL - 275,COLLOQUIA,4,,,,603923
BT - 202,BIOTECHNOLOGY TECHNIQUES II,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BT - 204,BIOTECHNOLOGY TECHNIQUES II,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BT - 210,CELL STRUCTURE AND FUNCTION,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BT - 220,IMMUNOLOGICAL METHODS,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BTN - 101,INTRO TO BIOTECHNOLOGY,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
BTN - 102,INTRO BIOTECHNICAL ENGINEER,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BTN - 105,APP LAB CALC FOR BIOTECH,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
BTN - 110,NUCLEIC ACID METHODS,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BTN - 115,BIOMANUFACTURING,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BTN - 120,BIOFUELS,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BTN - 125,BIOINFORMATICS I,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTN - 126,BIOINFORMATICS II,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTN - 160,INTRO TO AGRI BIOTECH,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BTN - 201,BIOTECHNOLOGY TECHNIQUES I,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BTN - 202,BIOTECHNOLOGY TECHNIQUES II,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BTN - 210,CELL STRUCTURE AND FUNCTION,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BTN - 220,IMMUNOLOGICAL METHODS,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BTN - 225,PROTIEN BIOSEPARATION METH,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
BTN - 295,INDEPENDENT INVEST IN BIOTECH,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
BTN - 298,BIOTECH LEARNING LAB,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
BTN - 299,SEL TOPICS IN BIOTECH,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
BTS - 100,BIOMEDICAL TECH SYSTEMS,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
BTS - 110,ENVIRON RISKS & PRECAUTION,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
BTS - 120,ESSENTIALS OF BIOMED TECH I,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTS - 125,ESSENTIALS OF BIOMED TECH II,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTS - 130,MED EQUIP MGT I,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTS - 140,SCIENCE PRIN /MED TECH,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
BTS - 200,PATIENT CARE SUPPORT,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTS - 210,DIAG MED EQUIP,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTS - 220,"LAB DEVICES, INSTR, ANALYZERS",2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTS - 230,MED EQUIP MGT I,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTS - 250,INTRO MED BASED IT NETWORKS,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTS - 260,RADIOGRAPHIC IMAGING MOD,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTS - 270,THERAPEUDIC IMAGE MOD I,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTS - 275,THERAPEUDIC IMAGE MOD II,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTS - 280,GENERAL CARE MONITORING,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTS - 285,CRITICAL CARE MONITORING,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTS - 290,CLINICAL EXP IN BIOMED TECH,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BTS - 299,SELECTED TOP BIOMED TECH,0.5,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
BTX - 105,BASIC TROUBLESHOOTING,0,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
BTX - 205,TROUBLESHOOTING SYS,1.98,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1.98,,,,603923
BTX - 206,TROUBLESHOOTING SYS,3.3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3.3,,,,603923
BUS - 101,EMPLOYABILITY SKILLS,1.5,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1.5,,,,603923
BUS - 101,INTRO TO BUSINESS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 102,PRIN OF MANAGEMENT,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 103,PRIN OF MARKETING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 104,PRIN OF RETAILING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 110,KEYBOARDING,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
BUS - 110,INTRO TO BUSINESS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,604118
BUS - 112,THRY & PRIN OF SHORTHAND,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
BUS - 113,INTER SHTHD/TRANS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
BUS - 116,KEYBOARDING,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
BUS - 117,TYPEWRITING,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
BUS - 118,ADV KEYBOARD & WP,3,OST - 101C,KEYBOARDING,3,,,,603923
BUS - 118,KEYBOARDING,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,600009
BUS - 121,INTRO TO BUSINESS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
BUS - 150,PRINCIPLES OF MICROECONOMICS,3,ECON - 202,PRIN ECONOMICS-MICRO,3,,C,SB,604118
BUS - 151,PRIN OF ACCOUNTING I,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,600009
BUS - 152,PR OF ACCOUNTING II,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,600009
BUS - 175,PRIN OF BANKING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 176,MONEY/BANKING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 177,INVESTMENT BSCS/BYND,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 181,PRIN HOSPITALITY & TOURISM,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 182,TOURISM SALES & PRO,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 184,CASE STD TRAV & TRSM P,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 185,TRVL & TOURISM INTRN P,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 191,RESERVATIONS SYSTEMS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 192,SUTDY OF TOURISM DESTINATIONS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 201,BUSINESS LAW I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 202,BUSINESS LAW II,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 203,PRIN OF ADV/SALES PRO,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 204,PRIN OF BUSINESS LAW,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
BUS - 207,PRINCIPLES OF ACCOUNTING I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600007
BUS - 208,PRINCIPLES OF ACCOUNTING II,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600007
BUS - 211,BUSINESS LAW,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600007
BUS - 211,BUS COMMUNICATIONS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 212,ACCELTD SHRTHD,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
BUS - 215,ADMIN SECRTRL PRO,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
BUS - 219,OFFICE MACHINES,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
BUS - 261,PRIN PERSONNEL ADMIN,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 290,HOSPITALITY LAW,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600009
BUS - 359,ORGANIZATIONAL COMMUNICATION,3,TRAN - EL-U,ELEC-TRANSFER ELECTIVE,3,,,,600007
BUS - 466,BUSINESS ETHICS,3,PHIL - EL-U,ELEC-PHILOSOPHY,3,,,,600007
BUSA - 2105,COMM IN BUS ENVIR,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,600001
BUSI - 1150,BUSINESS ESSENTIALS,0,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,699680
BUSI - 1170,INTEGRATED PROJECT I,0,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,699680
BUSI - 1250,BUSINES ESSENTIALS II,0,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,699680
BUSI - 1260,SOFTWARE ESSENTIALS II,0,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,699680
BUSI - 1270,INTEGRATIVE PROJECT II,0,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,699680
BUSI - 2150,BUSINESS ESSENTIALS III,0,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,699680
BUSI - 2160,INFO & COMM TECHNOLOGY,0,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,699680
BUSI - 2170,INTEGRATIVE PROJECT III,0,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,699680
BUSI - 2250,APPLIED BUSINESS & TECH,0,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,699680
BUSI - 2260,ADVANCED INTEGRATIVE PROJECT,0,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,699680
BWX - 160,BASIC WELDING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
C0S - 2188,COS TRENDS & ISSUES,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
CA - 101,COMPUTER APPL,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CA - 101A,INTRO TO DOS,0.666,AMS - EL-L,ELEC-ARCHITECTURE & MANURFACT,0.666,,,,603923
CA - 101B,INTRO TO WINDOWS,0.666,AMS - EL-L,ELEC-ARCHITECTURE & MANURFACT,0.666,,,,603923
CA - 103,COMMERCIAL ART ORIENTATION,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
CA - 110,DRAWING FOR ADVERTISING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
CA - 111,VISUAL BASIC,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CA - 157,COMMERCIAL PHOTOGRAPHY I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
CA - 200,FOLIO SEMINAR,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
CA - 201,AUTOCAD 12 FOR WIND,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
CA - 201A,MS WORD 6.0 BEGINNI,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
CA - 201B,MS EXCELL BEGINNING,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
CA - 201C,MS ACCESS BEGINNING,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
CA - 201D,LOTUS 123 FOR WINDO,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
CA - 201E,WORDPERFECT FOR WIN,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
CA - 201F,AUTOCAD 12 FOR WIND,2,AMS - EL-L,ELEC-ARCHITECTURE & MANURFACT,2,,,,603923
CA - 210,PROGRAMMING 2,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CA - 211,C++ PROGRAMMING,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CA - 212,JAVA & HTML PROGRAM,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CA - 230,PHOTOGRAPHIC LIGHTING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
CA - 231,COMMERCIAL PHOTOGRAPHY II,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
CA - 232,COMMERCIAL PHOTOGRAPHY III,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CA - 233,COMMERCIAL PHOTOGRAPHY IV,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CA - 251,PRACTICUM IN COMMERCIAL ART,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CA - 260,PHOTOSHOP TECHNIQUES,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
CA - 268,COMMERCIAL ART I,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
CA - 269,COMMERCIAL ART II: COMP APP,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
CA - 270,COMMERCIAL ART III,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CA - 271,COMMERICAL ART IV,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CA - 301,COMPUTER APPLICATIO,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
CA - 301F,AUTOCAD 12 FOR WIN-,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
CA - 304,SYSTEMS ANALYSIS,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CA - 308,NETWARE PLATFORM,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CA - 308A,INTRO TO DATACOMM,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
CA - 309,NOVELL & NT CERTIFICATION PREP,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CA - 405,ENGINEERING TOOLS,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CA - 410,APPLICATIONS DEVELO,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CAD - 100,INTRO. TO COMPUTER-AIDED DESIG,3,AMS - 163,ARCHITECTURAL DRAFTING,3,,,,603923
CAD - 1001,CAD BASICS,0.75,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,0.75,,,,603923
CAD - 1002,2 DIMENSIONAL SHAPES,0.75,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,0.75,,,,603923
CAD - 1003,ORTHOGRAPHIC PROJECTIONS,0.75,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,0.75,,,,603923
CAD - 1004,DIMENSIONING,0.75,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,0.75,,,,603923
CAD - 102,DRAFTING FUNDAMENTALS,4,AMS - EL-L,ELEC-ARCHITECTURE & MANURFACT,,,,,603923
CAD - 103,CAD FUNDAMENTALS,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CAD - 108,INTRO TO SURVEYING,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
CAD - 112,ENGINEERING GRAPHICS,4,AMS - EL-L,ELEC-ARCHITECTURE & MANURFACT,4,,,,603923
CAD - 120,INTRO TO ARCHITECTURE,4,AMS - EL-L,ELEC-ARCHITECTURE & MANURFACT,4,,,,603923
CAD - 130,CAD FUNDAMENTALS,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CAD - 150,PROGRAMMING IN CAD,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CAD - 168,SPECIAL TOPICS IN CAD,0.1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
CAD - 200,INTERMED COMP AID DRAFTING,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CAD - 201,PARAMETRIC MODELING,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CAD - 212,INDUSTRIAL DRAFTING PROCESSES,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CAD - 216,BUILDING INFO MODELING,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CAD - 220,ARCHITECTURAL DESIGN,4,AMS - EL-L,ELEC-ARCHITECTURE & MANURFACT,4,,,,603923
CAD - 222,MECHANICAL DESIGN,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CAD - 230,CONSTRUCTION TECHNIQUES,4,AMS - EL-L,ELEC-ARCHITECTURE & MANURFACT,4,,,,603923
CAD - 240,ADV DIMENSIONING/MEASUREMENT,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CAD - 252,COMMERCIAL DETAILING,4,AMS - EL-L,ELEC-ARCHITECTURE & MANURFACT,4,,,,603923
CAD - 262,WORKING DRAWINGS,4,AMS - EL-L,ELEC-ARCHITECTURE & MANURFACT,4,,,,603923
CAD - 291,SPECIAL PROBLEMS,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
CAD - 292,INDUSTRIAL APPLICATIONS,4,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,4,,,,603923
CAD - 293,SPECIAL PROBLEMS,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
CAD - 298,PRACTICUM,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
CAD - 299,COOP,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
CAR - 100,SAFETY AND FIRST AIDE,0.67,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,0.67,,,,603923
CAR - 110,INTRODUCTION TO CON,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
CAR - 111,HANCD TOOLS AND MAIN,1.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
CAR - 120,HAND POWER TOOLS AN,1.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1.33,,,,603923
CAR - 121,HAND POWER TOOLS AN,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
CAR - 125,POWER TOOLS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
CAR - 126,INTRO TO CONSTRUCTION,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
CAR - 127,INTRO TO CONSTRUCTION LAB,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1,,,,603923
CAR - 130,SHOP POWER TOOLS AN,1.33,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,1.33,,,,603923
CAR - 131,SHOP POWER TOOLS AN,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
CAR - 140,SURVEYING & FOUNDATIONS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
CAR - 140,SURVEYING & FOUNDATIONS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
CAR - 141,SURV & FOUNDATIONS LAB,2,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,2,,,,603923
CAR - 142,FUNDAMENTALS OF AERIAL PHOTO,2,GEOG - EL-L,ELEC-GEOGRAPHY,2,,,,603923
CAR - 150,CONSTRUCTION FORMS,3,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,3,,,,603923
CAR - 151,CONCRETE FORMWORK LAB,1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
CAR - 168,SPECIAL TOPICS/CARPENTRY,0.1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
CAR - 169,SPECIAL TOPICS/CARPENTRY,0.1,TRAN - EL-L,ELEC-TRANSFER ELECTIVE,,,,,603923
